Restaurant,Food Item,Serving Size,Calories,Calories from Fat,Total Fat,Saturated Fat,Trans Fat,Cholesterol,Sodium,Total Carbohydrates,Dietary Fiber,Sugars,Proteins,Vitamin A,Vitamin C,Calcium,Iron
Common Food,baked chicken,3 oz ( 85g ),187,99,11.1,3.1,,79.9,60.4,0,0,,20.37,50.7,0.6,1,9.8
Common Food,baked chicken breast,"0.5 breast, bone and skin removed ( 86g )",141.9,27,3.1,0.9,,73.1,63.6,0,0,0,26.68,1.8,0,1.2,6.4
Common Food,baked chicken leg,"1 leg, with skin ( 258g )",474.7,207,23.2,6.3,0.0826,327.7,252.8,0,0,0,62,17.5,0,2.8,20.1
Common Food,baked chicken thigh,1 thigh with skin ( 130g ),278.2,153,17.9,5.4,0.1183,166.4,226.2,0.1,0,0,30.51,7.3,0,1.3,9.5
Common Food,baked chips,18 chips ( 28.35g ),133,45,5.2,0.8,,0,157.1,20.2,1.36,1.42,1.42,0,0,3.2,1.6
Common Food,baked falafel,"1 patty (approx 2-1/4"" dia) ( 17g )",56.6,27,3,0.4,0,0,50,5.4,,,2.26,0.2,0.5,0.8,4.2
Common Food,baked fish,1 medium fillet (6 oz) ( 170g ),217.6,36,4.5,1.6,,96.9,95.2,0,0,0,44.46,0,0,2.2,8.4
Common Food,baked french fries,10 fries ( 76g ),120.1,36,4.2,0.6,,0,246.2,19.4,1.52,0.28,2.09,0.4,10.9,0.8,3.1
Common Food,baked ham,1 serving (3 oz) ( 85g ),118.2,36,4.3,0.8,0.0085,54.4,830.5,0.9,0,0.9,18.85,3.7,0,0.3,5
Common Food,baked lays,18 chips ( 28.35g ),133,45,5.2,0.8,,0,157.1,20.2,1.36,1.42,1.42,0,0,3.2,1.6
Common Food,baked potato,1 potato medium ( 173g ),160.9,0,0.2,0.1,0,0,17.3,36.6,3.81,2.04,4.33,1.7,27.7,2.4,13.3
Common Food,baked potato chips,18 chips ( 28.35g ),133,45,5.2,0.8,,0,157.1,20.2,1.36,1.42,1.42,0,0,3.2,1.6
Common Food,baked potato soup,1 bowl ( 2 cups) ( 490g ),572,243,27.5,13.6,0.448,86.1,768.5,52.1,3.2,2.43,29.33,107.8,27.2,53.2,17.1
Common Food,baked potatoes,1 potato medium ( 173g ),160.9,0,0.2,0.1,0,0,17.3,36.6,3.81,2.04,4.33,1.7,27.7,2.4,13.3
Common Food,baked salmon,1 fillet ( 227g ),467.6,252,28,5.4,,143,138.5,0,0,0,50.17,52.2,14,3.1,5.5
Common Food,baked sweet potato,"1 medium (2"" dia, 5"" long, raw) ( 114g )",102.6,0,0.2,0.1,0,0,41,23.6,3.76,7.39,2.29,2190.9,37.2,3.9,5.6
Common Food,baked tenderloin pork,3 oz ( 85g ),125,27,3.4,1.1,0.0323,62,48.5,0,0,0,22.13,0.1,0,0.5,7
Common Food,baked tilapia,1 medium fillet (6 oz) ( 170g ),217.6,36,4.5,1.6,,96.9,95.2,0,0,0,44.46,0,0,2.2,8.4
Common Food,baked ziti,1 serving (2 cups) ( 483.8g ),579.3,162,18.9,9.1,0.0168,82.1,1348.5,71.4,6.81,11.46,29.32,178.4,7.6,40.4,30.9
Common Food,baken ets,1 oz ( 28.35g ),152.5,81,9,3.3,,32.6,756.1,0.5,,,16.41,18.9,0.7,1.1,2.1
Common Food,bakers square 2 egg cheese omelette,1 Serving ( 155.91g ),330,243,27,10,0,505,330,2,0,0,20,,,,
Common Food,bakers square 2 egg whites scrambled,1 Serving ( 91.08g ),90,36,4,1,1,0,200,1,0,1,13,,,,
Common Food,baking powder,1 tsp ( 4.6g ),2.4,0,0,0,,0,487.6,1.3,0.01,0,0,0,0,24.6,3.6
Common Food,baking soda,1 tsp ( 4.6g ),0,0,0,0,,0,1258.6,0,0,0,0,0,0,0,0
Common Food,baklava,1 piece ( 75.98g ),306.3,171,19.8,7.1,0.3344,21.2,213.4,29.4,1.83,15.62,5.46,24.8,0.2,2.7,8.5
Common Food,ball park franks,1 frank ( 53g ),180,135,15,6,1,30,510,4,0,1,6,0,2,0,5.1
Common Food,balsamic,1 tbsp ( 16g ),14.1,0,0,0,0,,3.7,2.7,,2.39,0.08,0,0,0.4,0.8
Common Food,balsamic dressing,2 tbsp ( 29.4g ),70.6,54,6.2,0.9,0.0197,0,291.9,3.6,0,3.17,0.12,1.1,0.2,0.3,0.5
Common Food,balsamic glaze,1 tbsp ( 23g ),40.5,0,0,0,0,0,5.6,9.6,0,9.14,0.09,0,0,0.9,1.2
Common Food,balsamic vinager,1 tbsp ( 16g ),14.1,0,0,0,0,,3.7,2.7,,2.39,0.08,0,0,0.4,0.8
Common Food,balsamic vinaigrette,2 tbsp ( 29.4g ),70.6,54,6.2,0.9,0.0197,0,291.9,3.6,0,3.17,0.12,1.1,0.2,0.3,0.5
Common Food,balsamic vinegar,1 tbsp ( 16g ),14.1,0,0,0,0,,3.7,2.7,,2.39,0.08,0,0,0.4,0.8
Common Food,balsamic vinegarette,2 tbsp ( 29.4g ),70.6,54,6.2,0.9,0.0197,0,291.9,3.6,0,3.17,0.12,1.1,0.2,0.3,0.5
Common Food,balsamic vinegrette,2 tbsp ( 29.4g ),70.6,54,6.2,0.9,0.0197,0,291.9,3.6,0,3.17,0.12,1.1,0.2,0.3,0.5
Common Food,banacol bananas,1 medium banana ( 126g ),110,0,0,0,,0,0,29,4,21,1,0,15,0,2.6
Common Food,banana,"1 medium (7"" to 7-7/8"" long) ( 118g )",105,0,0.4,0.1,0,0,1.2,26.9,3.07,14.43,1.29,7.6,17.1,0.5,2.2
Common Food,banana bread,1 medium piece ( 96.62g ),246.9,72,8.8,5.2,0.3132,51.3,231.4,39.5,1.7,18.82,3.77,30.9,6.3,2.2,9.5
Common Food,banana cake,1 piece ( 155.25g ),472.4,153,17.2,7.8,0.3524,58.7,360.1,76.7,1.18,55,4.72,34.1,3.7,3.7,4.2
Common Food,banana chips,1 oz ( 28.35g ),147.1,81,9.5,8.2,,0,1.7,16.6,2.18,10.02,0.65,2.4,3,0.5,2.5
Common Food,banana chocolate chip muffin,1 muffin ( 113g ),348.5,126,14.4,8.5,0.3455,60.8,461.8,53.6,2.5,30.82,4.81,34,4.8,4.3,13.5
Common Food,banana muffin,1 medium ( 138.23g ),365.7,99,11.5,6.8,0.4165,58.1,581.9,62.6,2.38,32.29,5.02,39.8,8.6,5.5,13.2
Common Food,banana nut bread,1 piece ( 56.32g ),199.6,99,11.3,4.3,0.2349,38.5,168.1,22.6,1.19,11.34,3.32,22.2,2.2,1.4,6.5
Common Food,banana nut muffin,1 medium muffin ( 132.67g ),434.1,189,21.2,9,0.5108,67.1,353.8,58.6,2.86,33.04,5.33,46.9,6.4,8.8,13.5
Common Food,banana pepper,1 cup ( 124g ),33.5,0,0.6,0.1,0,0,16.1,6.6,4.22,2.42,2.06,42.2,170.9,1.6,4.1
Common Food,banana peppers,1 cup ( 124g ),33.5,0,0.6,0.1,0,0,16.1,6.6,4.22,2.42,2.06,42.2,170.9,1.6,4.1
Common Food,banana pudding,1 cup ( 175.44g ),287.6,90,10.1,7.1,0.0304,6.5,397.5,46.6,1.17,33.57,3.98,22.2,6.9,9.8,1.2
Common Food,banana raw,"1 medium (7"" to 7-7/8"" long) ( 118g )",105,0,0.4,0.1,0,0,1.2,26.9,3.07,14.43,1.29,7.6,17.1,0.5,2.2
Common Food,banana smoothie,1 cup ( 203.44g ),175.9,18,2.2,1.3,0,7.8,55,37.3,2.45,22.26,4.45,26,15.3,12.7,2.7
Common Food,banana split,1 sundae ( 450.33g ),851.8,369,41.5,15.7,0,77.5,172.6,115.8,8.61,71.14,13.93,92.2,60.5,26.6,21
Common Food,banana yellow,"1 medium (7"" to 7-7/8"" long) ( 118g )",105,0,0.4,0.1,0,0,1.2,26.9,3.07,14.43,1.29,7.6,17.1,0.5,2.2
Common Food,bananas,"1 medium (7"" to 7-7/8"" long) ( 118g )",105,0,0.4,0.1,0,0,1.2,26.9,3.07,14.43,1.29,7.6,17.1,0.5,2.2
Common Food,bang bang shrimp,1 cup ( 144.06g ),330.8,180,20.8,2.9,0.2592,161.4,656.7,20.1,1.14,2.14,15.19,273.9,5,6.4,9.8
Common Food,bangers,1 link ( 75g ),258,180,20.5,7.7,,42.8,557.2,3.2,0.08,1.4,14.34,1.2,0.1,1.4,7.7
Common Food,banh mi,1 sandwich ( 334.01g ),600,198,22.9,6.5,0.1807,133.8,797.7,46.7,2.55,5.6,49.67,10.2,21.4,8.6,33.3
Common Food,banh trang,1 medium paper ( 14.2g ),46.9,0,0.2,0.1,0,0,0.1,10.3,0.31,0.02,0.76,0,0,0.1,0.3
Common Food,banquet maple sausage links,3 links ( 54g ),180,144,16,5,0,25,440,2,0,1,7,0,0,3.6,5.1
Common Food,banquet salisbury steaks and brown gravy,1 steak with gravy ( 128g ),170,108,12,4,0,45,650,8,1,0.5,8,,,5.6,7.1
Common Food,banquet turkey sausage links cooked,3 links ( 54g ),100,63,7,2,0,40,380,2,0,0.5,8,0,0,5.5,5.1
Common Food,bao,1 bun ( 93g ),217.5,36,4.1,1.4,0.006,13.1,319.9,35.5,1.3,4.07,8.8,0,0,4.6,15.6
Common Food,barbacoa,4 oz ( 113.2g ),204.8,63,7.1,2.9,0.3687,99.7,70.8,2.4,0.78,0.27,33.11,54.4,1.4,2.3,25.2
Common Food,barbecue,1 cup ( 249g ),418.3,99,11,3.5,0.0473,87.2,1658.3,46.7,2.99,37.85,32.84,65.7,0.8,10,22.1
Common Food,barbecue chicken,1 piece ( 86g ),144.9,36,4.2,1.1,0,45.7,302.6,10.2,0.23,8.31,15.46,8.1,0.3,1.4,6.4
Common Food,barbecue chicken wraps,1 wrap ( 251.05g ),636.1,252,28.5,9.8,0.3208,85.9,1332.7,65,3.71,19.88,29.09,100.3,13.8,24.4,23
Common Food,barbecue potato chip,1 oz ( 28.35g ),138.1,72,8.8,1.1,0.0352,0,154.5,15.8,1.08,1.55,1.85,11.1,29.5,0.8,2.8
Common Food,barbecue sandwich,1 sandwich ( 304.25g ),532.1,63,7.5,2.2,0.0431,100.3,2077.1,80.9,2.88,53.74,34.21,42.6,4.5,7.7,25.1
Common Food,barbecue sauce,2 tbsp ( 34g ),58.5,0,0.2,0,0,0,349.2,13.9,0.31,11.3,0.28,7.6,0.3,1,1.6
Common Food,barbeque sauce,2 tbsp ( 34g ),58.5,0,0.2,0,0,0,349.2,13.9,0.31,11.3,0.28,7.6,0.3,1,1.6
Common Food,barber foods stuffed chicken breasts,140 g ( 140g ),260,117,13,3.5,0,85,450,16,1,1,20,30,20,13.6,
Common Food,barefoot wine moscato,5 oz ( 146.33g ),120,0,0,0,,0,7,4,0,7,0.3,0,0,0,0
Common Food,barefoot wine pink moscato,5 oz ( 152.43g ),125,0,0,0,,0,0,4,0,7,0,0,0,0,0
Common Food,barefoot wine pinot grigio,5 oz ( 146.33g ),120,0,0,0,,0,0,3,0,1.2,0,0,0,0,0
Common Food,bari beef seasoned cooked beef,3 oz ( 84g ),100,27,3,1,,59,440,,,,17,,,,12.9
Common Food,barley,1 cup ( 157g ),193.1,0,0.7,0.1,,0,4.7,44.3,5.97,0.44,3.55,1.1,0,1.6,14.9
Common Food,barqs,12 Fl Oz ( 340g ),160,0,0,,,,70,45,,45,0,0,0,0,0
Common Food,basil,1 leaf ( 0.5g ),0.1,0,0,0,0,0,0,0,0.01,0,0.02,2.6,0.1,0.1,0.1
Common Food,basil leaf,1 leaf ( 0.5g ),0.1,0,0,0,0,0,0,0,0.01,0,0.02,2.6,0.1,0.1,0.1
Common Food,basmati,1 cup ( 158g ),205.4,0,0.4,0.1,,0,1.6,44.5,0.63,0.08,4.25,0,0,1.4,13.5
Common Food,basmati rice,1 cup ( 158g ),205.4,0,0.4,0.1,,0,1.6,44.5,0.63,0.08,4.25,0,0,1.4,13.5
Common Food,basmati rice cooked,1 cup ( 158g ),205.4,0,0.4,0.1,,0,1.6,44.5,0.63,0.08,4.25,0,0,1.4,13.5
Common Food,bay leaf ground,1 leaf ( 0.2g ),0.6,0,0,0,0,0,0.1,0.1,0.05,,0.02,1.2,0.2,0.2,0.6
Common Food,bbq,1 cup ( 249g ),418.3,99,11,3.5,0.0473,87.2,1658.3,46.7,2.99,37.85,32.84,65.7,0.8,10,22.1
Common Food,bbq bacon cheeseburger,1 burger ( 256.88g ),702.9,324,37,16.8,0.0331,118.3,1921.6,53.9,2.7,18.76,38.36,55.8,1.3,33.7,17.7
Common Food,bbq chicken,1 piece ( 86g ),144.9,36,4.2,1.1,0,45.7,302.6,10.2,0.23,8.31,15.46,8.1,0.3,1.4,6.4
Common Food,bbq chicken breast,"1 cup, diced ( 165g )",276.3,36,4.2,1.1,0,90.7,678.1,23.8,0.53,19.39,33.56,15.3,0.6,3.2,10.6
Common Food,bbq chicken pizza,1 personal size pizza ( 218.37g ),539.7,180,20.9,9.6,0.536,66.1,1170.2,56.7,1.9,10.36,30.07,69.7,0.2,51.1,21.5
Common Food,bbq chips,1 oz ( 28.35g ),138.1,72,8.8,1.1,0.0352,0,154.5,15.8,1.08,1.55,1.85,11.1,29.5,0.8,2.8
Common Food,bbq pork,1 cup ( 249g ),418.3,99,11,3.5,0.0473,87.2,1658.3,46.7,2.99,37.85,32.84,65.7,0.8,10,22.1
Common Food,bbq potato chip,1 oz ( 28.35g ),138.1,72,8.8,1.1,0.0352,0,154.5,15.8,1.08,1.55,1.85,11.1,29.5,0.8,2.8
Common Food,bbq ribs,1 half rack (6 ribs) ( 240g ),761.7,513,57.3,17.1,0.4357,193.8,736.8,22.6,0.5,18.41,39.02,12.4,0.6,4.9,21.4
Common Food,bbq sandwich,1 sandwich ( 304.25g ),532.1,63,7.5,2.2,0.0431,100.3,2077.1,80.9,2.88,53.74,34.21,42.6,4.5,7.7,25.1
Common Food,bbq sauce,2 tbsp ( 34g ),58.5,0,0.2,0,0,0,349.2,13.9,0.31,11.3,0.28,7.6,0.3,1,1.6
Common Food,bbq wing,1 wing ( 51g ),131.1,81,9.2,2.4,0.0836,65.8,295.3,0.3,0,0.31,11.94,4.4,0,1.5,3.4
Common Food,bean,1 cup ( 177g ),224.8,0,0.9,0.1,0,0,1.8,40.4,11.33,0.57,15.35,0,3.5,5.6,28.1
Common Food,bean and cheese burrito,1 medium burrito ( 285g ),584.2,153,17.2,6.6,0.3021,14.2,1604.5,89,11.97,4.93,20.95,33.1,1.9,32.1,48.2
Common Food,bean burrito,1 medium burrito ( 285g ),584.2,153,17.2,6.6,0.3021,14.2,1604.5,89,11.97,4.93,20.95,33.1,1.9,32.1,48.2
Common Food,bean dip,1 cup ( 238g ),214.2,36,4.8,1.5,0.0381,0,880.6,32.2,8.81,1.29,11.85,0,23.8,6.3,24.5
Common Food,bean salad,1 cup ( 147.82g ),184.9,63,7.8,0.7,0.1872,0,242.1,26.6,3.69,18.31,3.43,13,10,4.7,9.7
Common Food,bean soup,1 cup ( 247g ),113.6,9,1.6,0.4,0,0,1202.9,19,8.4,3.06,5.98,54.8,0.4,4.3,13.2
Common Food,bean sprouts,1 cup ( 124g ),26,0,0.1,0,0,0,12.4,5.2,0.99,3.52,2.52,1.6,23.6,1.4,5.8
Common Food,bean stew,1 cup ( 247g ),113.6,9,1.6,0.4,0,0,1202.9,19,8.4,3.06,5.98,54.8,0.4,4.3,13.2
Common Food,beanitos bean chips black,1 oz ( 28g ),140,63,7,0.5,0,0,85,15,5,0,5,0,0,2.7,7.7
Common Food,beans,1 cup ( 254g ),238.8,0,0.9,0.2,0,0,871.2,53.7,10.41,20.22,12.07,27.4,0,7.9,21.6
Common Food,bear naked granola,0.5 cup ( 61g ),298.3,126,14.8,2.4,0.014,0,15.9,32.9,5.43,12.08,8.34,1.2,1.2,4.2,17.2
Common Food,bear naked granola vnilla almond,0.25 cup ( 30g ),120,18,2.5,0,0,0,0,22,3,4,3,0,0,0,5.1
Common Food,becel,1 tbsp ( 14g ),84.8,81,9.6,2.3,0.4571,,75,0.1,,,0.01,50,,,
Common Food,beef,3 oz ( 85g ),247.3,144,16.8,6.6,,74,53.5,0,0,0,22.46,0,0,0.7,16.3
Common Food,beef and broccoli,1 cup ( 219.96g ),337.9,180,20.6,5.4,0.2107,63.4,995.8,18,2.52,7.61,20.87,45.4,111,5.6,15.1
Common Food,beef brisket,3 oz ( 85g ),245.7,135,15.7,6.2,,90.1,40.8,0,0,0,24.5,0,0,1.2,14.8
Common Food,beef broccoli,1 order ( 574g ),602.7,270,30.4,5.6,0.3329,80.4,2347.7,41.8,8.61,13.83,40.64,724.4,111,11.5,45.5
Common Food,beef burger,1 sandwich ( 226g ),540.1,234,26.6,10.5,,122,791,40.3,,,34.28,10.2,1.9,9.2,41.8
Common Food,beef burrito,1 medium burrito ( 321g ),577.8,189,21.8,8.8,0.4847,38.5,1447.7,75,11.88,6.74,22.57,88.9,7,26.3,41.7
Common Food,beef chili,1 bowl (2 cups) ( 480g ),566.4,306,34.1,10.8,,100.8,1972.8,29.3,2.4,5.28,36.14,130.1,14.4,13.1,68.9
Common Food,beef chuck,3 oz ( 85g ),162.3,45,5.8,2.4,0.3111,84.2,57,0,0,0,27.55,0.5,0,1.2,18
Common Food,beef fajitas,1 platter ( 759.17g ),1565.1,621,69.9,23.4,0.8088,278.5,1742.2,131.8,10.8,8.56,101.55,75.3,169.1,35.4,98.2
Common Food,beef goulash,1 cup ( 248.97g ),266.8,81,9.8,3.5,0.3814,45.1,1111,25.9,3.88,4.45,18.89,60.1,23.6,6.7,26.3
Common Food,beef gravy,1 cup ( 233g ),123.5,45,5.5,2.7,,7,1304.8,11.2,0.93,0.49,8.74,0.7,0,1.3,11.7
Common Food,beef ground,"4 oz, cooked ( 113.4g )",308.4,171,19.7,7.4,0.8539,100.9,103.2,0,0,0,30.62,1,0,2.9,22.5
Common Food,beef hot dog,1 frankfurter ( 48g ),154.6,126,14.1,5.6,,27.8,409,1.3,0,0.61,5.61,0,,0.5,4.2
Common Food,beef hotdog,1 frankfurter ( 48g ),154.6,126,14.1,5.6,,27.8,409,1.3,0,0.61,5.61,0,,0.5,4.2
Common Food,beef jerky,1 oz ( 28.35g ),116.2,63,7.3,3.1,,13.6,590,3.1,0.51,2.55,9.41,0,0,0.5,11
Common Food,beef jerky teriyaki,1 oz ( 28.35g ),116.2,63,7.3,3.1,,13.6,590,3.1,0.51,2.55,9.41,0,0,0.5,11
Common Food,beef mince,"4 oz, cooked ( 113.4g )",308.4,171,19.7,7.4,0.8539,100.9,103.2,0,0,0,30.62,1,0,2.9,22.5
Common Food,beef patty,3 oz ( 85g ),197.2,99,11.9,4.5,0.5228,71.4,67.2,0,0,0,20.93,0.9,0,1.5,16.3
Common Food,beef ramen,1 bowl (3 cups) ( 707.1g ),975.5,342,38.2,14.9,0.1112,225.7,2764.3,108.2,6.26,5.1,49,275,7.6,12.5,74.3
Common Food,beef ribs,1 full rack (7 ribs) ( 289g ),1014.4,729,81.2,32.7,,242.8,185,0,0,,65.81,0,0,2.9,48.9
Common Food,beef roast,3 oz ( 85g ),256.7,144,16.3,6.5,,102,42.5,0,0,0,25.6,0,0,1.3,15.4
Common Food,beef samosa,1 samosa ( 93.3g ),209.6,99,11.1,1.9,0.2044,15,346.2,20,1.67,1.4,7.44,26.5,13.7,1.8,12.8
Common Food,beef sausage,1 link ( 75g ),303.8,252,28.2,11.3,1.815,62.2,616.5,0,0,0,11.63,8.6,0.9,1,8.2
Common Food,beef shawarma,1 sandwich ( 390g ),773,207,23.9,7.9,,199.9,602.4,58.2,2.83,3.09,77.81,79.8,53.2,11.3,63.6
Common Food,beef steak,1 steak ( 221g ),614.4,360,40.8,16.1,,214.4,114.9,0,0,0,57.81,0,0,3.4,27.6
Common Food,beef stew,1 bowl ( 504g ),535.1,144,16.1,7.4,0.7684,171.6,329.9,41.3,6.67,8.93,57.91,846.4,58.7,10.1,47.6
Common Food,beef stick,1 stick ( 23g ),115.9,90,10.6,4.1,0.3512,22.3,363.9,0.3,0,0,4.43,0,0,0.4,2.2
Common Food,beef stir fry,1 cup ( 244g ),394,225,25.5,6.7,0.2114,94.3,627.7,10.7,3.77,3.56,30.97,799.9,150.4,9.7,23.4
Common Food,beef stroganoff,1 cup ( 253.89g ),390.9,207,23.3,11,0.4995,114.8,299.6,20.5,1.33,3.18,24.64,32.3,4.5,6.3,14.5
Common Food,beef taco,1 taco ( 134g ),293.5,126,14.5,6,0.8254,45.6,682.1,24,2.01,3.2,16.83,33.5,,14.1,17.7
Common Food,beef tacos,1 taco ( 134g ),293.5,126,14.5,6,0.8254,45.6,682.1,24,2.01,3.2,16.83,33.5,,14.1,17.7
Common Food,beef tenderloin,3 oz ( 85g ),275.4,180,20.9,8.3,,72.2,48.5,0,0,0,20.32,0,0,0.7,18.9
Common Food,beef ground,"4 oz, cooked ( 113.4g )",308.4,171,19.7,7.4,0.8539,100.9,103.2,0,0,0,30.62,1,0,2.9,22.5
Common Food,beer,1 can or bottle ( 356g ),153.1,0,0,0,0,0,14.2,12.6,0,0,1.64,0,0,1.3,0.5
Common Food,beer cheese,1 cup ( 244.07g ),701.2,486,55,31.1,1.5125,163.3,1091.7,9,0.26,1.36,38.24,208.3,2.8,107.2,2.1
Common Food,beer cheese soup,1 bowl (2 cups) ( 557.8g ),868.1,567,63.6,37.7,2.1321,182.4,1283.4,38.6,2.03,8.97,30.63,619,33.8,67,14
Common Food,beer nuts,34 pieces ( 28g ),160,90,10,2.5,0,0,20,11,2,1,6,0,0,0,2.6
Common Food,beet,1 beet ( 50g ),22,0,0.1,0,0,0,38.5,5,1,3.98,0.84,1.8,3,0.7,2.8
Common Food,beet greens,"1 cup (1"" pieces) ( 144g )",38.9,0,0.3,0,0,0,347,7.9,4.18,0.86,3.7,1102.2,59.8,14.9,19.5
Common Food,beetroot,1 beet ( 50g ),22,0,0.1,0,0,0,38.5,5,1,3.98,0.84,1.8,3,0.7,2.8
Common Food,beets,1 beet ( 50g ),22,0,0.1,0,0,0,38.5,5,1,3.98,0.84,1.8,3,0.7,2.8
Common Food,belgian waffle,"1 waffle, round (7"" dia) ( 75g )",218.2,90,10.6,2.1,,51.8,383.2,24.7,,,5.93,17.1,0.5,17.4,12.4
Common Food,bell pepper,1 pepper ( 114g ),31.9,0,0.2,0,0,0,2.3,7.6,1.37,3.64,1.05,53.4,141.4,0.9,3.7
Common Food,bell peppers,1 pepper ( 114g ),31.9,0,0.2,0,0,0,2.3,7.6,1.37,3.64,1.05,53.4,141.4,0.9,3.7
Common Food,belvita,1 pack ( 50g ),235.5,81,9.9,1.2,,0,147,32.2,2.65,14.29,5.05,1.7,0.8,2.8,10.5
Common Food,belvita breakfast biscuits cinnamon brown sugar,4 biscuits ( 48.83g ),230,72,8,0.5,0,0,220,35,3,10,4,0,0,0,12.9
Common Food,belvita breakfast sandwich dark chocolate creme,2 sandwiches ( 50g ),230,81,9,2.5,0,0,120,36,3,12,3,0,0,0,12.9
Common Food,belvita cinnamon brown sugar,4 biscuits ( 50g ),230,72,8,0.5,0,0,220,35,3,10,4,0,0,0,12.9
Common Food,benihana hibachi shrimp,14 each ( 168.07g ),200,45,5,1,0,165,470,0,1,1,38,,,,
Common Food,berries,1 cup ( 141.75g ),64.7,0,0.6,0,0,0,1.4,15.4,5.55,8.66,1.4,11.2,69.2,2.4,5
Common Food,berry,1 raspberry ( 2g ),1,0,0,0,0,0,0,0.2,0.13,0.09,0.02,0.1,0.9,0,0.1
Common Food,bertolli alfredo sauce,0.25 cup ( 61g ),110,90,10,5,0,40,410,2,0,0.5,2,20,0,3.6,0
Common Food,bertolli sauce,0.5 cup ( 132g ),66,18,2.1,0.3,0.0092,2.6,576.8,9.8,2.38,6.48,1.83,81.4,4.4,3.1,6.9
Common Food,best foods mayo,1 tbsp ( 13g ),90,90,10,1.5,,10,95,0,,,0,,,,
Common Food,best foods mayonnaise,1 tbsp ( 13g ),90,90,10,1.5,,10,95,0,,,0,,,,
Common Food,betty crocker scalloped,0.5 cup as pkgd ( 27g ),90,0,0,0,0,0,450,21,1,0.5,2,0,,0,2.6
Common Food,betty crocker suddenly pasta salad classic,0.5 cup as pkgd ( 54g ),190,9,1,0,0,0,660,39,1,4,6,10,0,1.8,12.9
Common Food,betty crocker suddenly pasta salad ranch and bacon,0.5 cup as pkgd ( 47g ),170,9,1,0,0,0,260,35,2,4,6,50,,0,7.7
Common Food,bhujia,1 cup ( 35g ),195.6,117,14,1.1,0.3221,0,207.9,12.7,2.38,2.39,4.93,0.9,0,0.9,7.7
Common Food,big breakfast mcdonalds,1 item 9.5 oz ( 269g ),766.6,468,52.1,17.2,,465.4,1476.8,47.1,2.96,2.5,27.33,62.9,1.8,12.5,33.4
Common Food,big mac,1 burger ( 212g ),540,252,28,10,1,80,950,45,3,9,25,50,2,9.1,32.1
Common Food,big red,1 stick ( 3g ),10.8,0,0,0,,0,0,2.9,0.07,1.98,0,0,0,0,0
Common Food,bigmac,1 burger ( 212g ),540,252,28,10,1,80,950,45,3,9,25,50,2,9.1,32.1
Common Food,bing cherries,1 cherry ( 8.2g ),5.2,0,0,0,0,0,0,1.3,0.17,1.05,0.09,0.5,1,0.1,0.2
Common Food,birds eye roasted red potatoes,1.25 cup frozen ( 138g ),130,18,2,1,0,2.5,400,25,3,2,3,,,0,6.4
Common Food,birds eye steamfresh broccoli,1.33 cups ( 113g ),60,18,2.5,1.5,0,5,380,5,2,2,3,10,50,7.3,0
Common Food,birds eye steamfresh broccoli cauliflower and carrots,1 cup ( 81g ),30,0,0,0,0,0,35,5,2,2,1,100,30,1.8,0
Common Food,birds eye steamfresh frozen vegetables mixed vegetables,0.66 cup ( 90g ),60,0,0,0,0,0,20,12,2,4,2,125,6,1.8,2.6
Common Food,birds eye super sweet corn,0.67 cup ( 95g ),80,9,1,0,0,0,0,15,2,6,3,10,10,0,2.6
Common Food,birthday cake,1 piece ( 67g ),262,108,12,2,,50.2,180.2,37.6,0.2,28,2,7.2,0,3.8,5.1
Common Food,biryani,1 cup ( 205.18g ),291.9,81,9.4,1.7,0.1143,48.5,419.2,30.9,1.36,3.2,19.65,15.6,10.7,2.4,12.1
Common Food,biscoff,4 cookies ( 30.99g ),150,54,6,3,0,0,120,23,0.4,12,2,0,0,0.9,1.3
Common Food,biscotti,1 biscotti ( 22.14g ),86.5,27,3.2,0.3,0.0717,13.9,42.2,13,0.3,5.03,1.55,2.1,0.1,2.3,2.1
Common Food,biscuit,"1 biscuit (2-1/2"" dia) ( 60g )",211.8,81,9.8,2.6,,1.8,348,26.8,0.9,1.31,4.2,4.9,0.2,12.8,12.4
Common Food,biscuit and gravy,1 biscuit with gravy ( 175.5g ),376.3,180,20.6,6.5,0.0408,37.2,955.4,34.2,1.08,1.69,13.6,23.9,1.5,22.2,16.2
Common Food,biscuit popeyes,1 biscuit ( 60g ),240.6,126,14.2,6.9,0.0438,1.2,447,24.6,2.28,2.08,3.6,12.7,,5.9,10.8
Common Food,biscuits,"1 biscuit (2-1/2"" dia) ( 60g )",211.8,81,9.8,2.6,,1.8,348,26.8,0.9,1.31,4.2,4.9,0.2,12.8,12.4
Common Food,biscuits and gravy,1 biscuit with gravy ( 175.5g ),376.3,180,20.6,6.5,0.0408,37.2,955.4,34.2,1.08,1.69,13.6,23.9,1.5,22.2,16.2
Common Food,bison,1 patty ( 87g ),207.1,117,13.2,5.6,,72.2,63.5,0,0,0,20.68,0,0,1,19.1
Common Food,bisquick,"1 cup, purchased ( 120g )",513.6,162,18.5,4.8,,2.4,1531.2,76.1,2.52,13.98,9.6,0.5,0.6,19.5,23.7
Common Food,bisquick waffles,1 square piece ( 53.59g ),125.5,54,6.3,1.4,0.0601,18.1,275.2,14.1,0.42,2.35,3.07,7.9,0.6,6.6,4.6
